Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","P/C Vol","Options Vol","P/C OI","Total OI",Last
2019-07-19,21.40%,-0.44%,0.43%,1%,2.53125,226,6.7540983606557,946,0
2019-07-18,21.84%,-0.41%,2.83%,1%,0,2,0,8,0
2019-07-17,22.26%,+0.94%,5.05%,1%,0.29189189189189,239,1.4133858267717,613,0
2019-07-16,21.32%,-1.22%,0.00%,0%,11,72,0.40140845070423,199,0
2019-07-15,22.54%,+0.18%,1.00%,1%,0,21,0,286,0
2019-07-12,22.36%,-0.59%,0.00%,0%,3,4,32.1,331,0
2019-07-11,22.95%,-1.18%,0.00%,0%,0.45833333333333,35,0.95876288659794,570,0
2019-07-10,24.13%,-1.29%,5.50%,5%,0.03347280334728,247,0.070175438596491,3843,0
2019-07-09,25.42%,+0.86%,13.26%,15%,4.0625,81,45.818181818182,5150,0
2019-07-08,24.56%,+0.21%,8.09%,8%,4.7166666666667,343,0,841,0
2019-07-05,24.35%,+0.83%,6.83%,5%,5.5,65,0.073484213467449,3842,0
2019-07-03,23.53%,-0.64%,1.87%,1%,0,0,0,0,0
2019-07-02,24.17%,-0.35%,5.72%,4%,0.91428571428571,67,0.087719298245614,124,0
2019-07-01,24.52%,-1.09%,7.80%,5%,1.2857142857143,16,0.875,120,0
2019-06-28,25.61%,-0.60%,14.36%,13%,1,2,0.8780487804878,77,0
2019-06-27,26.21%,-0.66%,17.96%,20%,0.066666666666667,32,0.10280373831776,118,0
2019-06-26,26.87%,+0.96%,21.92%,30%,1.6666666666667,16,29.941176470588,1578,0
2019-06-25,25.90%,-0.60%,16.12%,17%,28,58,24.272727272727,278,0
2019-06-24,26.50%,+0.54%,19.74%,24%,0.75,56,1.3846153846154,403,0
2019-06-21,25.96%,+1.25%,16.46%,17%,0.90862290862291,1483,8.1157556270096,2835,0
2019-06-20,24.71%,-1.69%,8.98%,5%,0.051587301587302,265,0.032679738562092,474,0
2019-06-19,26.40%,-0.45%,19.14%,22%,0.27450980392157,65,0.73880597014925,233,0
2019-06-18,26.85%,-0.72%,21.82%,26%,0.09375,35,0.17180616740088,266,0
2019-06-17,27.57%,+0.78%,26.13%,34%,2,6,3.2142857142857,59,0
2019-06-14,26.79%,+0.26%,21.46%,25%,0.34210526315789,51,1.1162790697674,91,0
2019-06-13,26.53%,-0.51%,19.92%,23%,0.69565217391304,39,0.34259259259259,145,0
2019-06-12,27.05%,+0.76%,23.00%,27%,0,4,0,245,0
2019-06-11,26.29%,-1.18%,18.43%,20%,30.5,126,14.099099099099,1676,0
2019-06-10,27.47%,-0.45%,25.53%,31%,0,3,0,39,0
2019-06-07,27.92%,-0.69%,28.26%,35%,0.025423728813559,121,2.2268041237113,313,0
2019-06-06,28.62%,-0.98%,32.43%,44%,0.75324675324675,135,18.433734939759,1613,0
2019-06-05,29.59%,+1.05%,38.31%,55%,0.13725490196078,58,9.1081081081081,374,0
2019-06-04,28.55%,-0.85%,32.03%,42%,0,3,0,105,0
2019-06-03,29.39%,+0.19%,37.11%,53%,1.0139720558882,7063,5.1875,198,0
2019-05-31,29.21%,-0.96%,35.99%,53%,0.12745098039216,115,0.57391304347826,181,0
2019-05-30,30.16%,-0.12%,41.73%,59%,0.11170212765957,209,6.6632653061224,751,0
2019-05-29,30.28%,-0.25%,42.45%,63%,0.073863636363636,189,0.0041152263374486,244,0
2019-05-28,30.54%,+0.41%,43.98%,66%,0.73684210526316,33,15.039215686275,818,0
2019-05-24,30.13%,-1.39%,41.51%,60%,8,36,0,59,0
2019-05-23,31.51%,+2.45%,49.84%,75%,2.0097087378641,310,2.0217391304348,417,0
2019-05-22,29.06%,+0.31%,35.09%,55%,0.43636363636364,79,0,2535,0
2019-05-21,28.75%,-3.86%,33.24%,51%,0.23529411764706,21,0.001896813353566,2641,0
2019-05-20,32.61%,+0.30%,56.44%,80%,0.38461538461538,54,0.92710951526032,5367,0
2019-05-17,32.31%,+1.04%,54.66%,80%,0.013071895424837,310,0.0038234271810914,2888,0
2019-05-16,31.28%,-0.84%,48.42%,73%,0.0060240963855422,501,0.0024057738572574,1250,0
2019-05-15,32.12%,-1.79%,53.49%,77%,0,154,0,866,0
2019-05-14,33.91%,-3.14%,64.26%,86%,0,20,0,217,0
2019-05-13,37.05%,+5.89%,83.11%,95%,2,15,9.36,259,0
2019-05-10,31.16%,-3.98%,47.71%,76%,0.30994602929838,1699,0.0304396843292,914,0
2019-05-09,35.14%,-0.35%,71.61%,90%,0.11627906976744,48,0.016602027624685,14941,0
2019-05-08,35.49%,+0.17%,73.72%,93%,0.0015978880088926,14417,4.3089983022071,3127,0
2019-05-07,35.31%,+4.54%,72.67%,92%,0.15608465608466,437,0.96919609316304,5242,0
2019-05-06,30.77%,+4.71%,45.37%,76%,8.6457142857143,1688,0.87668393782383,5433,0
2019-05-03,26.06%,-1.08%,17.05%,24%,1.3333333333333,14,0.015588464536243,2606,0
2019-05-02,27.14%,+0.42%,23.56%,36%,22.222222222222,209,0.0038759689922481,2849,0
2019-05-01,26.72%,+0.37%,21.03%,29%,0.5,30,0.21470285125386,3536,0
2019-04-30,26.34%,+0.04%,18.79%,28%,0.91666666666667,23,0.17021276595745,110,0
2019-04-29,26.30%,+0.48%,18.54%,26%,0.045454545454545,23,0.014814814814815,274,0
2019-04-26,25.83%,-1.19%,15.67%,21%,0,1,0,20,0
2019-04-25,27.02%,+0.27%,22.83%,29%,1,30,0.81159420289855,125,0
2019-04-24,26.74%,+1.56%,21.19%,27%,0.2,384,0.04608938547486,2996,0
2019-04-23,25.18%,+0.13%,11.80%,17%,0.0098039215686275,103,0.036144578313253,258,0
2019-04-22,25.05%,+1.47%,11.02%,14%,0.074074074074074,174,0.054151624548736,292,0
2019-04-18,23.58%,+0.36%,2.18%,1%,0.35714285714286,57,0.013430127041742,2792,0
2019-04-17,23.22%,-0.49%,0.00%,0%,0.16814159292035,132,0.0079652425778421,2784,0
2019-04-16,23.70%,-0.38%,0.00%,0%,0.42105263157895,108,0.24047256097561,3255,0
2019-04-15,24.08%,-0.02%,0.00%,0%,0.0088495575221239,456,0.000382263,2617,0
2019-04-12,24.10%,-0.63%,0.00%,0%,0.13131313131313,112,0.025170801869831,2851,0
2019-04-11,24.73%,-1.06%,1.62%,1%,1.3253012048193,193,0.023007669223074,3068,0
2019-04-10,25.80%,+0.86%,8.53%,12%,0.069767441860465,92,0.21501481725387,3690,0
2019-04-09,24.93%,+0.09%,2.91%,4%,0.021857923497268,187,0.01171605789111,5872,0
2019-04-08,24.84%,+0.04%,2.30%,3%,1.75,77,0.012583271650629,2736,0
2019-04-05,24.80%,-0.65%,2.07%,2%,1.8333333333333,17,0.99458413926499,5156,0
2019-04-04,25.45%,+0.28%,6.28%,5%,0,32,0,3173,0
2019-04-03,25.17%,-0.97%,4.47%,3%,0.081939799331104,647,0.6156807840392,4616,0
2019-04-02,26.14%,+0.10%,10.76%,8%,0,81,0,277,0
2019-04-01,26.04%,-0.27%,10.13%,6%,2.625,87,0.018256333830104,2733,0
2019-03-29,26.31%,-1.78%,11.90%,7%,2.1458333333333,151,56.75,1617,0
2019-03-28,28.10%,-0.46%,23.51%,23%,0,7,0,30,0
2019-03-27,28.56%,+1.48%,26.49%,32%,0,1,0,0,0
2019-03-26,27.08%,-1.52%,16.87%,10%,0,19,0,39,0
2019-03-25,28.60%,+1.19%,26.78%,32%,0,0,0,0,0
2019-03-22,27.41%,+2.93%,19.04%,13%,0.84210526315789,70,0.62667633200435,4488,0
2019-03-21,24.48%,-0.50%,0.00%,0%,2.3,33,0.65182949830253,4379,0
2019-03-20,24.99%,-0.69%,0.00%,0%,0.95454545454545,43,0.59247538677918,4529,0
2019-03-19,25.68%,-1.92%,0.00%,0%,1.6764705882353,91,1.6067796610169,6921,0
2019-03-18,27.60%,+1.72%,12.30%,10%,0.21518987341772,96,1.5508351488744,7025,0
2019-03-15,25.88%,-1.78%,0.00%,0%,2.2222222222222,29,51.602409638554,4366,0
2019-03-14,27.66%,-0.55%,5.80%,8%,3.6666666666667,14,0.64285714285714,92,0
2019-03-13,28.21%,-1.34%,10.06%,14%,12,52,13.267175572519,1869,0
2019-03-12,29.56%,-0.18%,20.44%,33%,0.73333333333333,52,0.24075416968818,3422,0
2019-03-11,29.73%,-0.86%,21.81%,34%,0,5,0,0,0
2019-03-08,30.59%,+0.10%,28.44%,54%,1.0606060606061,68,0.43292682926829,235,0
2019-03-07,30.50%,+1.98%,27.70%,53%,2.25,78,0.17610062893082,187,0
2019-03-06,28.51%,+0.60%,12.38%,20%,0.66666666666667,10,10.967948717949,1867,0
2019-03-05,27.91%,-0.91%,7.75%,9%,1,36,0.0098522167487685,2665,0
2019-03-04,28.83%,+0.36%,14.81%,26%,13,14,0.70884413309982,3903,0
2019-03-01,28.46%,-0.21%,12.01%,17%,0.25,70,0.92299388269162,5344,0
2019-02-28,28.68%,+0.37%,13.66%,18%,7.5,17,0,75,0
2019-02-27,28.31%,+0.73%,10.80%,15%,0.46078431372549,149,0.010569583088667,5163,0
2019-02-26,27.57%,+0.51%,5.12%,8%,0.39655172413793,162,0,2335,0
2019-02-25,27.06%,+0.15%,1.15%,3%,0.99443561208267,5018,0.23919874312647,3155,0
2019-02-22,26.91%,-0.43%,0.00%,0%,0.82539682539683,115,0.049180327868852,128,0
2019-02-21,27.34%,-0.64%,0.00%,0%,0.52610610190816,7278,0.0052781161185546,2476,0
2019-02-20,27.98%,-0.84%,0.00%,0%,0.36764705882353,93,0.69949494949495,4038,0
2019-02-19,28.82%,+0.65%,5.58%,6%,0.4,147,0.039952057530963,2603,0
2019-02-15,28.17%,-0.83%,0.00%,0%,1.6470588235294,45,0.7135067114094,4085,0
2019-02-14,28.99%,+0.24%,2.18%,6%,0.96774193548387,61,2.8410041841004,918,0
2019-02-13,28.75%,-0.09%,0.00%,0%,1.037037037037,55,0.71140939597315,255,0
2019-02-12,28.84%,-1.48%,0.00%,0%,4.16,129,2.4477611940299,231,0
2019-02-11,30.32%,+0.40%,4.64%,25%,0.097383097383097,2558,1.7933884297521,1014,0
2019-02-08,29.92%,-0.29%,0.65%,4%,1.4430379746835,193,4.859756097561,1922,0
2019-02-07,30.21%,+0.35%,3.53%,8%,0.078947368421053,82,0.046931407942238,290,0
2019-02-06,29.85%,-0.39%,0.00%,0%,0.058823529411765,54,0.032727272727273,284,0
2019-02-05,30.24%,-0.07%,2.89%,4%,7.5,68,0.29936305732484,204,0
2019-02-04,30.31%,+0.36%,3.60%,9%,0.875,30,13.474789915966,3445,0
2019-02-01,29.96%,-0.32%,0.00%,0%,0.68,42,7.1973094170404,1828,0
2019-01-31,30.28%,-1.13%,0.00%,0%,0.078125,69,9.7294117647059,1824,0
2019-01-30,31.41%,-0.66%,6.38%,10%,1.2327586206897,259,4.4274406332454,2057,0
2019-01-29,32.07%,-0.18%,13.68%,16%,89,90,0,0,0
2019-01-28,32.25%,+1.41%,15.66%,22%,16.55,702,0.30573248407643,410,0
2019-01-25,30.83%,-0.03%,0.00%,0%,27.56,2142,17.438679245283,3909,0
2019-01-24,30.86%,-1.87%,0.00%,0%,0.61016949152542,95,16.59375,1689,0
2019-01-23,32.73%,-1.46%,14.93%,13%,0.78571428571429,50,4.7641509433962,1222,0
2019-01-22,34.19%,+2.71%,32.32%,43%,0.48979591836735,73,0.18666666666667,356,0
2019-01-18,31.48%,-0.76%,0.00%,0%,0.55084745762712,183,3.6039387308534,4208,0
2019-01-17,32.24%,-0.83%,0.00%,0%,0.45,232,2.0264270613108,2863,0
2019-01-16,33.07%,+0.19%,2.69%,9%,0.79220779220779,138,9.1597222222222,2926,0
2019-01-15,32.88%,-1.46%,0.00%,0%,0.28260869565217,59,0.3906976744186,1196,0
2019-01-14,34.35%,+0.62%,16.89%,22%,1,48,2.6734693877551,360,0
2019-01-11,33.72%,+0.50%,7.47%,13%,0.58333333333333,19,1.6283891547049,1648,0
2019-01-10,33.23%,-2.12%,0.00%,0%,0.91452991452991,224,12.057142857143,3199,0
2019-01-09,35.35%,-1.33%,0.00%,0%,0.032710280373832,221,4.4166666666667,65,0
2019-01-08,36.68%,-3.03%,0.00%,0%,0,10,0,389,0
2019-01-07,39.70%,+0.99%,86.38%,50%,91.875,2229,25.12,653,0
2019-01-04,38.71%,-0.60%,0.00%,0%,5.5,156,6.7563249001332,5825,0
2019-01-03,39.31%,-0.55%,0.00%,0%,0,6,0,201,0
2019-01-02,39.86%,+39.86%,0.00%,0%,5.4285714285714,45,20.847058823529,1857,0
2018-12-31,40.69%,-1.44%,76.12%,84%,3.1111111111111,37,1.8347107438017,343,0
2018-12-28,42.14%,-1.22%,82.21%,92%,0.93333333333333,29,4.2648648648649,3896,0
2018-12-27,43.36%,+2.05%,87.36%,95%,12.333333333333,40,129.5,261,0
2018-12-26,41.31%,-3.00%,78.71%,88%,0.25263157894737,119,2.1580756013746,2757,0
2018-12-24,44.30%,+3.63%,91.35%,97%,1.0217391304348,93,2.2157534246575,2817,0
2018-12-21,40.68%,-1.36%,76.06%,85%,10.666666666667,70,153.75,1857,0
2018-12-20,42.04%,-3.02%,81.80%,92%,6.5,45,126.75862068966,3705,0
2018-12-19,45.06%,+5.19%,94.54%,98%,0,34,0,3864,0
2018-12-18,39.87%,+2.99%,72.65%,84%,0,129,0,771,0
2018-12-17,36.88%,+1.71%,60.05%,70%,1.5333333333333,76,3.0205479452055,2348,0
2018-12-14,35.18%,-0.50%,52.85%,66%,0,8,0,668,0
2018-12-13,35.67%,-2.04%,54.94%,68%,0,15,0,303,0
2018-12-12,37.71%,-1.07%,63.53%,73%,152,1530,2.9800285306705,2790,0
2018-12-11,38.78%,-2.34%,68.04%,78%,0.43478260869565,99,7.25,1848,0
2018-12-10,41.12%,+0.05%,77.90%,87%,1.5576923076923,133,1.2366666666667,1342,0
2018-12-07,41.06%,+0.96%,77.68%,87%,0,18,0,337,0
2018-12-06,40.11%,+1.92%,73.65%,85%,0.54132231404959,373,0.58612143742255,1280,0
2018-12-04,38.19%,+3.33%,65.55%,76%,1.34375,150,1.8930817610063,920,0
2018-12-03,34.86%,-3.56%,51.50%,66%,0.14666666666667,172,0.85514018691589,1191,0
2018-11-30,38.41%,+1.09%,66.51%,77%,2.9655172413793,115,0.55835543766578,1175,0
2018-11-29,37.33%,-0.60%,61.92%,74%,0,8,0,473,0
2018-11-28,37.93%,-1.50%,64.46%,76%,0.30508474576271,77,0.19990829894544,2617,0
2018-11-27,39.43%,+0.07%,70.80%,83%,0.15841584158416,117,2.5974842767296,572,0
2018-11-26,39.37%,-1.93%,70.52%,82%,0.2258064516129,266,4.353470437018,4165,0
2018-11-23,41.30%,+0.38%,78.68%,88%,0,1,0,10,0
2018-11-21,40.92%,-2.66%,77.09%,87%,0.53846153846154,20,0.16695352839931,678,0
2018-11-20,43.59%,+2.35%,88.32%,96%,13,140,44.096153846154,2345,0
2018-11-19,41.23%,+2.68%,78.40%,88%,0.4,56,25.861538461538,1746,0
2018-11-16,38.55%,-0.27%,67.08%,79%,0.78378378378378,66,5.4124293785311,2270,0
2018-11-15,38.82%,-1.77%,68.20%,81%,3.3448275862069,126,6.7513134851138,4426,0
2018-11-14,40.58%,-0.74%,75.66%,87%,24.166666666667,151,101.35294117647,1740,0
2018-11-13,41.33%,+0.02%,78.80%,89%,29.7,614,54.941176470588,951,0
2018-11-12,41.31%,+1.88%,78.70%,89%,27,56,25.194444444444,943,0
2018-11-09,39.42%,+2.16%,70.76%,85%,1.0819672131148,127,1.1642710472279,2108,0
2018-11-08,37.26%,+0.29%,61.64%,78%,2.1764705882353,108,0.19662690250926,2909,0
2018-11-07,36.97%,-2.82%,60.43%,77%,8.8095238095238,206,7.5032051282051,2653,0
2018-11-06,39.79%,-0.41%,72.32%,86%,0.46153846153846,38,2.5592286501377,1292,0
2018-11-05,40.20%,-0.35%,74.05%,87%,0.93478260869565,89,2.2454545454545,1071,0
2018-11-02,40.55%,+1.21%,75.51%,88%,0.45454545454545,96,3.5365853658537,930,0
2018-11-01,39.34%,-2.48%,70.40%,86%,1.0086206896552,233,7.1876543209877,3316,0
2018-10-31,41.82%,-1.21%,80.85%,91%,0.25,30,0,28,0
2018-10-30,43.02%,-3.33%,85.95%,94%,1.5,20,0.41176470588235,48,0
2018-10-29,46.35%,+1.34%,100.00%,100%,0.21739130434783,56,3.4596774193548,553,0
2018-10-26,45.01%,+1.85%,94.34%,98%,2.2857142857143,46,7.3513513513514,1236,0
2018-10-25,43.16%,-3.19%,86.54%,96%,1.6,91,2.4946808510638,1314,0
2018-10-24,46.35%,+5.55%,100.00%,100%,0.96551724137931,57,3.3226744186047,1487,0
2018-10-23,40.81%,+0.80%,77.86%,91%,0.52857142857143,107,1.2506738544474,835,0
2018-10-22,40.01%,-1.73%,74.44%,91%,0.29041916167665,431,7.5327102803738,913,0
2018-10-19,41.74%,-0.90%,81.86%,93%,4.3333333333333,64,87.37037037037,2386,0
2018-10-18,42.64%,+3.95%,85.72%,96%,1.8,168,232.13043478261,5362,0
2018-10-17,38.69%,+0.98%,68.79%,88%,0.2,18,64.444444444444,2356,0
2018-10-16,37.71%,-5.77%,64.58%,86%,5.0909090909091,134,5.2710120068611,3656,0
2018-10-15,43.48%,+1.03%,89.33%,97%,3,32,24.683257918552,5676,0
2018-10-12,42.46%,-3.51%,84.93%,95%,0.92045454545455,169,23.178571428571,3385,0
2018-10-11,45.97%,+2.43%,100.00%,99%,1.0406504065041,251,8.4635761589404,5716,0
2018-10-10,43.55%,+4.92%,93.17%,98%,1.1621621621622,160,8.9427860696517,3997,0
2018-10-09,38.63%,-2.97%,71.23%,89%,254.33333333333,1532,20.357142857143,299,0
2018-10-08,41.59%,+4.89%,84.46%,95%,0,0,0,0,0
2018-10-05,36.70%,-2.19%,62.66%,86%,0,0,0,0,0
2018-10-04,38.90%,-2.30%,72.44%,91%,0,0,0,0,0
2018-10-03,41.20%,+6.06%,82.70%,94%,0,0,0,0,0
"Downloaded from Barchart.com as of 11-01-2025 05:35pm CDT"
